רומאנה,61
רומת היב,61
אבו דיאב,63
אום א סח'אלי,63
אחיהוד,63
אלון הגליל,63
אעבלין,63
אתגר,63
ביר אל מכסור,63
דמיידה,63
הרדוף,63
ח'ואלד,63
חנתון,63
טמרה,63
יבור,63
יובלים,63
יודפת,63
יסעור,63
יעד,63
כאבול,63
כאוכב אבו אל היגא,63
כפר מנדא,63
מורשת,63
מנוף,63
מצפה אבי''ב,63
מרכז אזורי מישגב,63
נופית,63
סואעד,63
עדי,63
עצמון שגב,63
ערב אל גנאדי,63
ערב אל נעים,63
ערב אל סגיראת,63
ערב אל סמניה,63
קורנית,63
ראס עלי,63
רקפת,63
שורשים,63
שכניה,63
שעב,63
שפרעם,63
אזור תעשייה נעמן,70
כפר ביאליק,70
קרית ביאליק,70
קרית חיים,70
קרית ים,70
קרית מוצקין,70
קרית שמואל,70
אבטין,71
אושה,71
אל ח'וואלד מערב,71
אפק,71
יגור,71
כפר המכבי,71
כפר הנוער הדתי,71
כפר חסידים א',71
כפר חסידים ב',71
סרכיס,71
קרית אתא,71
רומיחאת,71
רכסים,71
רמת יוחנן,71
החותרים,75
חיפה,75
טירת כרמל,75
כפר גלים,75
נמל חיפה,78
נשר,80
בית צבי,81
גבע כרמל,81
ימין אורד,81
מגדים,81
נווה ים,81
ניר עציון,81
עין הוד,81
עין חוד,81
עין כרמל,81
עתלית,81
בית אורן,82
גבעת וולפסון,82
דאלית אל כרמל,82
עספיא,82
אורנים,86
אלונים,86
בית זיד,86
בסמת טבעון,86
כפר תקווה,86
קרית טבעון,86
שער העמקים,86
אלוני אבא,87
בית לחם הגלילית,87
בית שערים,87
גבעת אלה,87
גבת,87
גיניגר,87
יפעת,87
כעביה טבאש חג'אג'רה,87
כפר יהושע,87
מגדל העמק,87
מנשית זבדה,87
נהלל,87
נווה יער,87
עילוט,87
ערב אל עיסאת,87
רמת דוד,87
רמת ישי,87
שדה יעקב,87
שמשית,87
שריד,87
תמרת,87
היוגב,89
כפר ברוך,89
אחוזת ברק,90
דברת,90
דחי,90
טמרה יזרעאל,90
מפעלי גלבוע,90
מרחביה מושב,90
מרחביה קיבוץ,90
נאעורה,90
נורית,90
נין,90
סולם שונם,90
עין חרוד איחוד,90
עין חרוד מאוחד,90
עפולה,90
אביטל,93
אדירים,93
אומן,93
ברק,93
גבע,93
גדיש,93
גדעונה,93
גן נר,93
דבורה,93
חבר,93
טייבה ליד מולדת,93
יזרעאל,93
יעל,93
כפר יחזקאל,93
מגן שאול,93
מוקייבלה,93
מיטב,93
מלאה,93
ניר יפה,93
פרזון,93
צנדלה,93
רם און,93
רמת צבי,93
תל יוסף,93
אכסאל,95
בלפוריה,95
הושעיה,95
הסוללים,95
יפיע,95
כפר גדעון,95
כפר החורש,95
כפר כנא,95
מזרע,95
משהד,95
נצרת,95
נצרת עילית,95
עין מאהל,95
ערב אל פמאז,95
ציפורי,95
ריינה,95
תל עדשים,95
אילניה,96
בית קשת,96
גזית,96
דבוריה,96
טורעאן,96
כדורי,96
כפר מיסר,96
כפר קיש,96
כפר תבור,96
עין דור,96
שבלי,96
שדמות דבורה,96
שעורים,96
אוהלו,98
אלומות,98
אפיקים,98
אשדות יעקב איחוד,98
אשדות יעקב מאוחד,98
בית זרע,98
בית ירח,98
גבעת אבני,98
דגניה א',98
דגניה ב',98
הודיות ,98
הזורעים,98
יבנאל,98
כינרת מושבה,98
כינרת קבוצה,98
כפר כמא,98
כפר נהר הירדן,98
לביא,98
מנחמיה,98
פוריה כפר עבודה,98
פוריה נווה עובד,98
פוריה עילית,98
שדה אילן,98
שרונה,98
בת שלמה,102
דור,102
הבונים,102
זכרון יעקב,102
כרם מהר''ל,102
מאיר שפיה,102
מעיין צבי,102
מרכז מיר''ב,102
נחשולים,102
עופר,102
עין איילה,102
פוריידיס,102
צרופה,102
אליקים,103
ג'ועארה,103
גלעד,103
דליה,103
הזורע,103
יוקנעם,103
יוקנעם עילית,103
מגידו,103
מדרך עוז,103
משמר העמק,103
עין העמק,103
עין השופט,103
רמות מנשה,103
רמת השופט,103
אביאל,104
אלוני יצחק,104
בית חנניה,104
בנימינה גבעת עדה,104
ג'סר א זרקא,104
גבעת ניל''י,104
כפר גליקסון,104
מעגן מיכאל,104
עמיקם,104
רגבים,104
אור עקיבא,105
קיסריה,105
שדות ים,105
גן השומרון,106
כפר פינס,106
משמרות,106
נווה אבות,106
עין עירון,106
עין שמר,106
פרדס חנה כרכור,106
חדרה,107
גבעת חביבה,108
גן שמואל,108
מאור,108
מענית,108
שדה יצחק,108
שער מנשה,108
תלמי אלעזר,108
אום אל קוטוף,112
אל מועלקה,112
אל עריאן,112
ברקאי,112
ד'הר אל עבד,112
דאר אל חנון,112
ח'ירבת אל עכאבה,112
כפר קרע,112
מנסורה,112
מצפה אילן,112
ערערה,112
קציר חריש,112
ריחן,112
אום אל פחם,113
בסמ''ה,113
גבעת עוז,113
ח'ירבת מועאוויה,113
מי עמי,113
מעלה עירון,113
אום א ריחאן,118
אום דאר,118
בורקין,118
האשימיה,118
זובובא,118
זיבדה,118
ח'ירבת א טורם,118
ח'ירבת א טייבה,118
חיננית,118
חרמש,118
טורה על ע'רביה,118
יאמון,118
יעבד,118
כופיראת,118
כפר דאן,118
כפר קוד,118
מבוא דותן,118
מנשיה,118
נזלה א שרקיה,118
נזלת זיד,118
סילת אל ח'רית'יה,118
עאנין,118
עראבה ליד ג'נין,118
ערקה,118
פיראסין,118
קפין,118
רומאנה ממזרח לאום אל פחם,118
שקד,118
תיעניכ,118
תעשיון שח''ק,118
א שהאדה,119
אום א תות,119
איג'ניסיניא,119
איכתאבא,119
אירתאח,119
אל ג'ארושיה,119
אל מוטילה,119
אל מוע'ייר,119
אקרע,119
באקה א שרקיה,119
בורקה ליד שכם,119
בזאריה,119
בית אומרין,119
בית קאד,119
בלעא,119
ג'בע,119
ג'ודידה,119
ג'לבון,119
ג'למה,119
ג'לקמוס,119
ג'נין,119
ג'רבה,119
דיר אבו דעיף,119
דיר אל ע'וסון,119
דיר ע'זאלה,119
דנאבה,119
ואדי א דבע,119
זאוויה בצפון שומרון,119
זבאבידה,119
ח'ירבת אל עקרבאניה,119
ח'ירבת בית חסן,119
טובאס,119
טול כרם,119
טלוזה,119
טמון,119
יאסיד,119
כופיר,119
כפר א לבד,119
כפר ראעי,119
כפר רומאן,119
כשדה,119
מוח'יים פארעה,119
מירכה,119
מית'לון,119
מסיליה,119
משרוע בית קאד,119
נור א שמס,119
נזלה אל ווסטא,119
נזלה אל ע'רביה,119
נזלת אבו נאר,119
ניסף ג'וביל,119
סאנור,119
סידא,119
סילת א דהר,119
סיר,119
סיריס,119
עאבה,119
עג'ה,119
עטארה,119
עילאר,119
עין אל בידא,119
ענבתא,119
ענזה,119
עסירה א שמאליה,119
עקבה בשומרון,119
עקבת תיאסיר,119
עראנה,119
ערבונה,119
עתיל,119
פחמה,119
פנדקומיה,119
פקועה,119
קבאטיה,119
ראבא,119
רמה,119
שוויכה,119
תיאסיר,119
תלפית,119
תנין,119
א ראס,120
אבני חפץ,120
אודלה,120
אימאתין,120
איתמר,120
אל פונדוק,120
אלון מורה,120
באקה,120
בורין,120
בית א אל פוקא,120
בית איבא,120
בית דג'ן,120
בית וזן,120
בית ליד,120
בית פוריכ,120
ביתא א תחתא,120
בלאטה,120
ברכה,120
ג'וניד,120
ג'יוס,120
ג'ית,120
ג'מאעין,120
גבעת סנה יעקב,120
דיר אל חטב,120
דיר שרף,120
הר גריזים,120
זוואתא,120
זיתא,120
ח'וארה,120
ח'ירבת סיר,120
חג'ה,120
חוות גלעד,120
יאנון,120
יצהר,120
כור,120
כפר ג'מאל,120
כפר זיבאד,120
כפר סור,120
כפר עבוש,120
כפר קדום,120
כפר קליל,120
מג'דל,120
מדמא,120
נאקורה,120
סאלם,120
סבסטיה,120
סלעית,120
ספארין,120
סרה,120
עוורתא,120
עוסארין,120
עוריף,120
עזמוט,120
עין יאנון,120
עינאבוס,120
עיראק בורין,120
ענב,120
עסירה אל קיבליה,120
עסכר,120
עקרבה,120
פלאמה,120
פרעון,120
פרעתה,120
קדומים,120
קוזה,120
קוסין,120
ראמין,120
רוג'ייב,120
רפידיה,120
שבי שומרון,120
שופה,120
שכם,120
תל,120
א שייח' אחמד,121
אבו סלמאן,121
אל מודוור,121
אלפי מנשה,121
אלקנה,121
בידיה,121
בית אמין,121
ג'ינסאפוט,121
דיר איסתיא,121
ח'ירבת א נבי אליאס,121
ח'ירבת אל אשקר,121
ח'ירבת עסלה,121
ח'ירבת ראס א טירה,121
ח'ירבת ראס עטיה,121
יקיר,121
כפר לאקף,121
כפר ת'ולת,121
מסחה,121
מעלה שומרון,121
נופים,121
סניריא,121
סרטא,121
עזון,121
עזון עתמה,121
עמנואל,121
עץ אפרים,121
צופין,121
קלקיליה,121
קראות בני חסן,121
קרני שומרון,121
שערי תקווה,121
אריאל,122
ברקן,122
חארס,122
כיפל חארת,122
מרדה,122
סלפית,122
עין אל מטווי,122
פרח'ה,122
קירה,122
קרית נטפים,122
רבבה,122
א לובאן,123
בית אריה,123
ברוכין,123
דיר בלוט,123
זאוויה,123
עופרים,123
עלי זהב,123
פדואל,123
ראפאת ליד פדואל,123
רנתיס,123
אום ספא,124
איסכאכא,124
בורהאם,124
בורוקין,124
בית רימא,124
ג'יביא,124
ג'ילג'יליא,124
דיר א סודאן,124
דיר אבו משעל,124
דיר ניזאם,124
דיר ע'סאנה,124
ח'ירבת קיס,124
חלמיש,124
יאסוף,124
כובר,124
כפר א דיכ,124
כפר עין,124
כפר תפוח,124
לובאן שרקיה,124
מזאריע א נובאני,124
מעלה לבונה,124
נבי סאלח,124
סאוויה,124
סינג'יל,124
עאבוד,124
עבווין,124
עג'ול,124
עטארה ליד ביר זית,124
עטרת,124
עמוריה,124
ערורה,124
קראות בני זיד,124
אזור תעשייה שער בנימין,125
ג'אלוד,125
ג'וריש,125
דיר ג'ריר,125
דיר דיבוואן,125
ח'ירבת אבו פלאח,125
טייבה ליד עפרה,125
יתמא,125
כפר מאליכ,125
מגדלים,125
מוח'מאס,125
מזרעה א שרקיה,125
סילואד,125
עלי,125
עפרה,125
קבלאן,125
קוסרה,125
קריות,125
רחלים,125
רמון,125
שבות רחל,125
שילה,125
תורמוס עייא,125
תלפית במרכז השומרון,125
א ראם,126
אבו קש,126
אבו שח'ידם,126
אל בירה,126
בורקה,126
בילעין,126
ביר זית,126
בית איענאן,126
בית אל,126
בית דוקו,126
בית חורון,126
בית ליקיא,126
בית סירא,126
בית ע'ור א תחתא,126
בית ע'ור אל פוקא,126
ביתוניא,126
ביתילו,126
ביתין,126
ג'אניה,126
ג'בע מצפון לירושלים,126
ג'לזון,126
ג'מאלא,126
ג'פנא,126
גבעת אסף,126
דולב,126
דורא אל קריע,126
דיר איבזיע,126
דיר עמאר,126
דיר קדיס,126
ח'ירבת א טירה,126
ח'ירבת אל מיסבאח,126
ח'ירבתא,126
טירה ליד בית חורון,126
טלמון,126
יברוד,126
כוכב יעקב,126
כפר ניעמה,126
כפר עקב,126
מזרעה אל קיבליה,126
נחליאל,126
ניל''י,126
נעלה,126
סורדה,126
ספא,126
עין איוב,126
עין יברוד,126
עין סיניא,126
עין עריכ,126
עין קיניא,126
פסגות,126
קיביא,126
קלנדיה,126
ראס כרכר,126
ראפאת ליד גבעת זאב,126
רמאללה,126
שבתין,126
שוקבא,126
בית איג'זא,127
ג'ודירה,127
ג'יב,127
גבעון החדשה,127
גבעת זאב,127
נבי סמואל,127
אזור תעשיות צבאים,128
אחוזת שושנה,128
ביכורה,128
בית אלפא,128
בית השיטה,128
בית יוסף,128
בית שאן,128
גשר,128
חוות דושן,128
חוות עדן,128
חוות שפעה,128
חמדיה,128
חפצי בה,128
טירת צבי,128
ירדנה,128
כפר רופין,128
מולדת,128
מירב,128
מלכישוע,128
מסילות,128
מעוז חיים,128
מעלה גלבוע,128
מפעלי שאן,128
נווה אור,128
נווה איתן,128
ניר דוד,128
עין הנצי''ב,128
רוויה,128
רחוב,128
רשפים,128
שדה אליהו,128
שדה נחום,128
שדי תרומות,128
שלוחות,128
תל תאומים,128
ארגמן,130
בקעות,130
ברדלה,130
זובידאת,130
ח'לת אל פולה,130
חמדת,130
חמרה,130
מחולה,130
מכורה,130
מרג' נעג'ה,130
משכיות,130
עאטוף,130
פארעה אל ג'פתלכ,130
פרוש בית דג'ן,130
רועי,130
רותם,130
שדמות מחולה,130
תל א שמסיה,130
תל אל בידה,130
גיתית,131
יפית,131
משואה,131
שלומציון,131
גלגל,132
דומא,132
ייט''ב,132
מוע'ייר,132
מעלה אפרים,132
נירן,132
נעמי,132
נתיב הגדוד,132
עוג'א אתחתא,132
עין מע'ר,132
פסאיל,132
פצאל,132
תומר,132
אלון,133
אלמוג,133
בית הערבה,133
גבע בנימין,133
ורד יריחו,133
יריחו,133
כוכב השחר,133
כפר אדומים,133
מבואות יריחו,133
מעלה מכמש,133
מצפה יריחו,133
נועימה,133
נועימה מחנה פליטים,133
נח''ל אלישע,133
עין א סולטאן מחנה פליטים,133
עלמון,133
עקאבת ג'בר מחנה פליטים,133
קליה,133
רימונים,133
אליכין,137
אלישיב,137
בית חזון,137
בית חרות,137
בית ינאי,137
גאולי תימן,137
גבעת חיים איחוד,137
גבעת חיים מאוחד,137
חגלה,137
חופית,137
חיבת ציון,137
חרב לאת,137
כפר הרא''ה,137
כפר ויתקין,137
מבואות ים,137
מכמורת,137
נעורים,137
עין החורש,137
אביחיל,138
בית יצחק שער חפר,138
ביתן אהרן,138
בת חן,138
גבעת שפירא,138
גנות הדר,138
הדר עם,138
חבצלת השרון,138
כפר חיים,138
כפר ידידיה,138
מעברות,138
משמר השרון,138
נורדיה,138
נתניה,138
צוקי ים,138
שושנת העמקים,138
אייל,139
אילנות,139
בית ברל,139
בני דרור,139
גאולים,139
חרות,139
טייבה,139
טירה,139
יעף,139
כוכב יאיר,139
כפר הס,139
כפר יעבץ,139
כפר עבודה,139
משמרת,139
ניר אליהו,139
עזריאל,139
עין ורד,139
עין שריד,139
פורת,139
פרדסיה,139
צור יגאל,139
צור יצחק,139
צור משה,139
צור נתן,139
קדימה צורן,139
קלנסווה,139
רמת הכובש,139
שדה ורבורג,139
שער אפרים,139
תל מונד,139
גבעת ח''ן,140
רעננה,140
רשפון,140
גן חיים,141
כפר סבא,141
נווה ימין,141
צופית,141
אבן יהודה,142
אודים,142
ארסוף,142
בית יהושע,142
בני ציון,142
בצרה,142
געש,142
ורדים מוסד חינוכי,142
חרוצים,142
יקום,142
כפר נטר,142
קרית שלמה,142
שפיים,142
תל יצחק,142
אורנית,143
אלישמע,143
ג'לג'וליה,143
גני עם,143
הוד השרון,143
חבלה,143
חגור,143
חורשים,143
ירחיב,143
ירקונה,143
כפר ברא,143
כפר מל''ל,143
כפר קאסם,143
מתן,143
נווה ירק,143
נירית,143
עדנים,143
רמות השבים,143
שדי חמד,143
אומץ,149
אחיטוב,149
באקה אל ע'רביה,149
באקה ג'ת,149
בחן,149
ג'ת,149
המעפיל,149
זיתא ליד באקה אל ע'רביה,149
זמר,149
להבות חביבה,149
מגל,149
מייסר,149
מצר,149
נזלת עיסא,149
בארותיים,150
בורגתה,150
בית הלוי,150
בת חפר,150
גן יאשיה,150
העוגן,150
חניאל,150
יד חנה,150
ינוב,150
כפר יונה,150
כפר מונש,150
ניצני עוז,150
עולש,150
תנובות,150
גליל ים,155
הכפר הירוק,155
הרצליה,155
כפר שמריהו,155
רמת השרון,155
תל אביב יפו,157
בני ברק,160
גבעת שמואל,160
גבעתיים,160
חוות שלם,160
פתח תקווה,160
רמת גן,160
אור יהודה,161
גני תקווה,161
יהוד מונוסון,161
כפר אז''ר,161
מעש,161
נווה אפעל,161
סביון,161
קרית אונו,161
רמת אפעל,161
אזור,162
בת ים,162
חולון,162
מקווה ישראל,162
גבעת השלושה,168
גת רימון,168
כפר סירקין,168
פתח תקווה,168
תעשיון השרון,168
אלעד,169
בארות יצחק,169
בני עטרות,169
גבעת כ''ח,169
מגשימים,169
מזור,169
נופך,169
נחלים,169
נחשונים,169
רינתיה,169
עינת,170
ראש העין,170
מחנה נחשונים,171
נמל תעופה בן גוריון,172
בית נחמיה,173
בית עריף,173
ברקת,173
חדיד,173
טירת יהודה,173
מרכז שוהם,173
שוהם,173
אחיעזר,174
בית דגן,174
גנות,174
זיתן,174
חמד,174
יגל,174
כפר חב''ד,174
כפר טרומן,174
משמר השבעה,174
צפריה,174
גן שורק,175
נטעים,175
פלמחים,175
ראשון לציון,175
באר יעקב,178
ישרש,178
מצליח,178
צריפין,178
רמלה,178
אחיסמך,179
בן שמן,179
בן שמן כפר נוער,179
גינתון,179
כרם בן שמן,179
לוד,179
ניר צבי,179
בודרוס,181
גמזו,181
חשמונאים,181
כפר דניאל,181
כפר הארנים,181
כפר רות,181
לפיד,181
מבוא חורון,181
מבוא מודיעים,181
מודיעין מכבים רעות,181
מודיעין עילית,181
מידיה,181
מתתיהו,181
נוף איילון,181
ניעלין,181
שילת,181
שעלבים,181
אירוס,182
גבעת ברנר,182
גיבתון,182
גן שלמה,182
נצר סרני,182
רחובות,182
בית חנן,183
בית עובד,183
נס ציונה,183
עיינות,183
בית חשמונאי,184
בית עוזיאל,184
גזר,184
גני הדר,184
גני יוחנן,184
חולדה,184
יד רמב''ם,184
יסודות,184
יציץ,184
כפר ביל''ו,184
כפר בן נון,184
כפר שמואל,184
כרמי יוסף,184
מזכרת בתיה,184
מרכז קניות ביל''ו,184
משמר איילון,184
משמר דוד,184
נען,184
נצר חזני,184
סתריה,184
עזריה,184
פדיה,184
פתחיה,184
קרית עקרון,184
רמות מאיר,184
א דיר במערב הר חברון,188
אביעזר,188
אדרת,188
אום עלאס,188
אל קילא,188
אשתאול,188
בית אולא,188
בית ג'מאל,188
בית שמש,188
בקוע,188
גבעות עדן,188
גבעת שמש,188
גיזו,188
דייר ראפאת,188
הראל,188
זנוח,188
ח'ראס,188
טל שחר,188
ישעי,188
כפר אוריה,188
מחסיה,188
מנזר לטרון,188
מסילת ציון,188
נובא,188
נווה מיכאל,188
נווה שלום,188
נחם,188
נחשון,188
נתיב הל''ה,188
פארק צרעה,188
צלפון,188
צרעה,188
רוגלית,188
תלם,188
תעוז,188
תרום,188
תרקומיא,188
אבו גוש,189
איתנים,189
בית מאיר,189
בר גיורא,189
גבעת יערים,189
יד השמונה,189
ידידה,189
כסלון,189
מטע,189
נווה אילן,189
נטף,189
נס הרים,189
עין נקובא,189
עין ראפה,189
קרית יערים,189
רמת רזיאל,189
שואבה,189
שורש,189
בידו,190
בית זית,190
בית נקופה,190
בית סוריכ,190
הר אדר,190
מבשרת ציון,190
מוצא עילית,190
מעלה החמישה,190
צובה,190
קרית ענבים,190
אבן ספיר,191
אורה,191
מבוא ביתר,191
עמינדב,191
צור הדסה,191
א זעיים,194
אבו דיס,194
אל ולג'ה,194
ביר נבאלה,194
בית איכסא,194
בית חנינא,194
דיר כרמיזן,194
חיזמא,194
ירושלים,194
ירושלים,194
ענאתא,194
רמת רחל,194
א דיר במזרח הר חברון,200
אבו נוג'ים,200
אום א טלע,200
אום סלמונה,200
אום עסלה,200
אל ח'דר,200
אספר,200
אספר,200
ארטאס,200
בד פלוח,200
בווידיעה,200
ביאדה בהר חברון,200
בית רחאל,200
בית תעמר,200
ברד'עה,200
ג'האלין,200
ג'וב א רום,200
ג'והזם,200
ג'ורת א שמעה,200
ד'הר חלת אל ג'אמיע,200
דהיישה מחנה פליטים,200
ואדי אל עראיס,200
זעתרה,200
ח'רזאן,200
חוג'ילה,200
חרמלה,200
כפר אלדד,200
מיניה,200
מעלה אדומים,200
מעלה עמוס,200
מעסרה,200
מצד שמעון,200
מראח רבאח,200
נוקדים,200
עבדאללה איברהים,200
עובידייה,200
עיזרייה,200
עילת עלי,200
ערב א שמעה,200
קדר,200
ראס סניסיל,200
רפידא,200
תוקוע,200
תעמרה,200
תקוע,200
א שויוח,206
אל ערוב,206
אלון שבות,206
אלון שבות,206
אלעזר,206
אפרתה,206
בית אומר,206
בית כאחיל,206
בית סכריא,206
בית פג'אר,206
ביתר עילית,206
בת עין,206
בתיר,206
ג'אלא,206
ג'בעה,206
הר גילה,206
ואדי פוכין,206
ח'ירבת ספא,206
חוסאן,206
חלחול,206
חסכה,206
כוויזבא,206
כפר עציון,206
כרמי צור,206
מגדל עוז,206
מועסכר אל ערוב,206
מראח אל בקר,206
נווה דניאל,206
נחאלין,206
סוריף,206
סיעיר,206
עבדאללה איברהים,206
ראש צורים,206
א דיראת,207
א טבקה,207
א טוואני,207
א ריחייה,207
אדורה,207
אימריש,207
אל הג'רה,207
אל חדב,207
אל מאג'ור,207
אל מראג'ם,207
אל עלקה אל פוקא,207
אל פוואר,207
אל קוסור,207
אפיניש,207
בית עינון,207
בית עמרה,207
בני נעים,207
ג'רון א לוז,207
דהרייה,207
דומא במרכז שומרון,207
דורא,207
דיר סאמת,207
דיר ראזח,207
הר עמשא,207
ואדיח,207
זיף,207
ח'ירבת זיתא,207
ח'ירבת כרמה,207
ח'רסה,207
ח'שם אל כרם,207
חברון,207
חגי,207
טנא,207
יטא יוטה,207
ים המלח בתי מלון,207
כעאבנה,207
כרזה,207
כרמיל,207
כרמל,207
לב יתיר,207
מג'ד,207
מעון,207
מעין,207
מצדה,207
מצדות יהודה,207
נגוהות,207
נווה זוהר,207
סובא,207
סוסיה,207
סימיא,207
סמוע,207
עבדה,207
עווד,207
עוזיז,207
עין בוקק,207
עין גדי,207
ענאב אל כביר,207
עתניאל,207
פוקיקיס,207
פני חבר,207
קוואעין,207
קילקיס,207
קרית ארבע,207
ראבוד,207
ראפאת ליד סמוע,207
רוג'ם אום ח'יר,207
רוקעה,207
שוויכה בהר חברון,207
שייח' אחמד אל עבד,207
שמעה,207
שני ליבנה,207
תפוח,207
תראמה,207
אבנת,210
מצוקי דרגות,210
מצפה שלם,210
זיקים,217
כרמיה,217
יד מרדכי,218
נתיב העשרה,218
אור הנר,219
ארז,219
איבים,220
גבים,220
מכללת ספיר,220
ניר עם,220
שדרות,220
מפלסים,221
יכיני,222
כפר עזה,223
סעד,223
נחל עוז,224
עלומים,224
זמרת,225
חוות יזרעם,225
כפר מימון,225
שובה,225
שוקדה,225
תושיה,225
תקומה,225
בארי,227
רעים,228
כיסופים,230
נירים,231
עין השלושה,231
ניר עוז,232
מגן,233
מועצה אזורית אשכול,233
מפעלי מעון,233
עין הבשור,233
אוהד,234
ישע,234
מבטחים,234
עמיעוז,234
צוחר,234
שדה ניצן,234
תלמי אליהו,234
חולית,236
ניר יצחק,236
סופה,236
כרם שלום,237
אבשלום,238
בני נצרים,238
דקל,238
יבול,238
יתד,238
נווה,238
פרי גן,238
שדי אברהם,238
שלומית,238
תלמי יוסף,238
ניצן,245
ניצן ב',245
ניצנים,245
אשקלון,246
באר גנים,246
א.ת אשקלון,247
ברכיה,248
הודיה,248
כפר סילבר,248
משען,248
ניר ישראל,248
זוהר,249
יד נתן,249
כוכב מיכאל,249
נגבה,249
נהורה,249
נוגה,249
ניר ח''ן,249
עוצם,249
שדה יואב,249
שחר,249
בית שיקמה,250
בת הדר,250
גיאה,250
מבקיעים,250
תלמי יפה,250
ברור חיל,251
גברעם,251
חלץ,251
שדה דוד,251
תלמים,251
דורות,252
חוות שיקמים,252
רוחמה,252
אשבול,253
זרועה,253
יושיביה,253
מבועים,253
ניר משה,253
ניר עקיבא,253
פעמי תש''ז,253
קלחים,253
שבי דרום,253
שדה צבי,253
תלמי ביל''ו,253
בית הגדי,254
נתיבות,254
